ID_Animal;GC;PN_kg;PD_kg;PS_kg;GPD_g-dia;PE_cm;AOL_cm2;EGS_mm;MAR_%;CAR_kg-dia;PREC_SEX;IPP_dias;PROB_3P_%;STAY_%;Sexo;Geracao;Raca;Data_Nascimento
5328;111.0;41.0;214.0;516.0;875.3623188405797;46.0;103.9;5.84;3.47;-0.6;0.0;;52.93;0.0;M;1;Nelore;2020-01-01
5329;103.0;30.0;206.0;453.0;715.9420289855072;39.0;83.0;3.31;3.83;0.24;0.0;;23.61;0.0;M;1;Nelore;2020-01-01
5330;146.0;33.0;219.0;431.0;614.4927536231885;40.0;83.2;4.23;3.7;0.18;0.0;;58.46;0.0;M;1;Nelore;2020-01-01
5331;199.0;36.0;200.0;457.0;744.927536231884;37.0;61.77;4.4;4.22;-0.49;0.0;;48.97;0.0;M;1;Nelore;2020-01-01
5332;125.0;36.0;195.0;433.0;689.8550724637681;34.0;88.21;5.02;2.92;0.09;0.0;;84.94;0.0;M;1;Nelore;2020-01-01
5333;171.0;35.0;208.0;413.0;594.2028985507246;38.0;85.62;4.77;3.24;0.1;0.0;;50.74;0.0;M;1;Nelore;2020-01-01
5334;140.0;35.0;232.0;460.0;660.8695652173913;46.0;83.39;4.27;3.87;-0.46;0.0;;51.34;0.0;M;1;Nelore;2020-01-01
5335;194.0;36.0;201.0;459.0;747.8260869565217;38.0;64.88;4.06;3.67;0.34;0.0;;78.36;0.0;M;1;Nelore;2020-01-01
5336;135.0;41.0;211.0;494.0;820.2898550724638;37.0;78.49;4.7;3.57;0.1;0.0;;20.21;0.0;M;1;Nelore;2020-01-01
5337;137.0;31.0;212.0;423.0;611.5942028985507;39.0;83.3;3.94;3.28;-0.39;0.0;;50.41;0.0;M;1;Nelore;2020-01-01
5338;171.0;40.0;232.0;466.0;678.2608695652174;42.0;92.43;5.58;4.25;-0.3;0.0;;43.72;0.0;M;1;Nelore;2020-01-01
5339;190.0;38.0;205.0;354.0;431.8840579710145;40.0;80.3;5.26;4.54;-0.2;0.0;;68.97;0.0;M;1;Nelore;2020-01-01
5340;157.0;34.0;189.0;475.0;828.9855072463768;40.0;86.71;4.42;3.2;-0.46;0.0;;20.66;0.0;M;1;Nelore;2020-01-01
5341;133.0;31.0;205.0;483.0;805.7971014492754;44.0;86.68;4.92;3.88;-0.19;0.0;;47.75;0.0;M;1;Nelore;2020-01-01
5342;160.0;31.0;231.0;400.0;489.8550724637681;38.0;83.96;5.05;3.63;0.34;0.0;;74.61;0.0;M;1;Nelore;2020-01-01
5343;126.0;32.0;207.0;416.0;605.7971014492754;38.0;89.31;4.76;3.84;-0.28;0.0;;36.83;0.0;M;1;Nelore;2020-01-01
5344;179.0;37.0;189.0;521.0;962.3188405797101;42.0;85.64;2.96;3.64;-0.17;0.0;;66.73;0.0;M;1;Nelore;2020-01-01
5345;112.0;37.0;205.0;447.0;701.4492753623189;43.0;84.94;4.84;2.88;-0.4;0.0;;57.08;0.0;M;1;Nelore;2020-01-01
5346;149.0;36.0;199.0;363.0;475.36231884057975;39.0;92.33;3.51;2.64;-0.73;0.0;;34.93;0.0;M;1;Nelore;2020-01-01
5347;132.0;39.0;222.0;397.0;507.24637681159425;39.0;88.5;4.17;3.1;-0.25;0.0;;36.69;0.0;M;1;Nelore;2020-01-01
5348;100.0;39.0;216.0;445.0;663.768115942029;38.0;83.98;5.18;3.55;0.14;0.0;;34.55;0.0;M;1;Nelore;2020-01-01
5349;173.0;34.0;204.0;358.0;446.3768115942029;38.0;74.62;5.32;3.74;-0.1;0.0;;57.5;0.0;M;1;Nelore;2020-01-01
5350;150.0;32.0;227.0;410.0;530.4347826086957;39.0;94.77;4.89;3.23;0.24;0.0;;31.59;0.0;M;1;Nelore;2020-01-01
5351;152.0;35.0;226.0;473.0;715.9420289855072;35.0;93.22;3.9;5.14;-0.5;0.0;;80.25;0.0;M;1;Nelore;2020-01-01
5352;178.0;34.0;218.0;443.0;652.1739130434783;38.0;85.33;3.84;3.06;0.07;0.0;;56.82;0.0;M;1;Nelore;2020-01-01
5353;159.0;36.0;216.0;434.0;631.8840579710145;43.0;70.7;4.76;3.99;-0.05;0.0;;20.06;0.0;M;1;Nelore;2020-01-01
5354;193.0;35.0;191.0;480.0;837.6811594202899;37.0;87.58;4.67;3.2;-0.47;0.0;;77.09;0.0;M;1;Nelore;2020-01-01
5355;170.0;36.0;195.0;343.0;428.9855072463768;38.0;81.79;4.33;3.31;-0.41;0.0;;75.33;0.0;M;1;Nelore;2020-01-01
5356;122.0;31.0;192.0;443.0;727.5362318840579;38.0;83.32;4.69;3.35;-0.13;0.0;;70.57;0.0;M;1;Nelore;2020-01-01
5357;118.0;33.0;218.0;524.0;886.9565217391304;39.0;87.33;6.06;2.58;0.38;0.0;;41.64;0.0;M;1;Nelore;2020-01-01
5358;134.0;29.0;234.0;490.0;742.0289855072464;38.0;81.56;3.55;3.41;-0.15;0.0;;48.75;0.0;M;1;Nelore;2020-01-01
5359;195.0;39.0;212.0;487.0;797.1014492753623;40.0;96.15;5.22;3.58;-0.29;0.0;;56.14;0.0;M;1;Nelore;2020-01-01
5360;179.0;34.0;203.0;461.0;747.8260869565217;38.0;73.29;3.48;3.88;-0.27;0.0;;36.62;0.0;M;1;Nelore;2020-01-01
5361;160.0;34.0;216.0;406.0;550.7246376811594;41.0;88.64;3.77;3.34;-0.59;0.0;;66.62;0.0;M;1;Nelore;2020-01-01
5362;159.0;34.0;227.0;401.0;504.3478260869565;34.0;77.23;4.08;3.55;-0.27;0.0;;75.04;0.0;M;1;Nelore;2020-01-01
5363;160.0;28.0;201.0;436.0;681.1594202898551;40.0;75.69;3.9;3.44;-0.3;0.0;;77.85;0.0;M;1;Nelore;2020-01-01
5364;131.0;33.0;190.0;493.0;878.2608695652174;39.0;89.26;4.91;3.23;-0.53;0.0;;73.83;0.0;M;1;Nelore;2020-01-01
5365;186.0;34.0;217.0;424.0;600.0;42.0;89.71;3.97;2.63;0.05;0.0;;22.62;0.0;M;1;Nelore;2020-01-01
5366;124.0;33.0;226.0;438.0;614.4927536231885;34.0;71.41;4.76;3.6;0.32;0.0;;75.19;0.0;M;1;Nelore;2020-01-01
5367;141.0;34.0;203.0;414.0;611.5942028985507;43.0;73.55;4.64;4.27;-0.06;0.0;;80.59;0.0;M;1;Nelore;2020-01-01
5368;103.0;35.0;207.0;444.0;686.9565217391305;39.0;82.83;4.89;3.64;-0.72;0.0;;79.08;0.0;M;1;Nelore;2020-01-01
5369;119.0;34.0;220.0;407.0;542.0289855072464;38.0;76.98;6.37;3.72;0.61;0.0;;20.25;0.0;M;1;Nelore;2020-01-01
5370;126.0;37.0;178.0;419.0;698.5507246376812;38.0;89.95;5.23;2.09;0.2;0.0;;56.01;0.0;M;1;Nelore;2020-01-01
5371;197.0;37.0;227.0;465.0;689.8550724637681;40.0;98.64;5.05;4.12;0.29;0.0;;38.45;0.0;M;1;Nelore;2020-01-01
5372;114.0;35.0;211.0;485.0;794.2028985507246;39.0;81.96;4.03;3.69;0.12;0.0;;75.37;0.0;M;1;Nelore;2020-01-01
5373;134.0;33.0;227.0;437.0;608.6956521739131;40.0;87.94;3.87;3.83;0.21;0.0;;46.74;0.0;M;1;Nelore;2020-01-01
5374;106.0;39.0;225.0;501.0;800.0;40.0;68.14;3.31;3.85;-0.22;0.0;;47.86;0.0;M;1;Nelore;2020-01-01
5375;154.0;34.0;206.0;468.0;759.4202898550725;37.0;81.12;5.19;2.74;-0.22;0.0;;82.7;0.0;M;1;Nelore;2020-01-01
5376;194.0;36.0;218.0;476.0;747.8260869565217;43.0;95.42;4.28;4.04;-0.08;0.0;;65.73;0.0;M;1;Nelore;2020-01-01
5377;194.0;34.0;224.0;411.0;542.0289855072464;41.0;99.43;4.16;4.07;-0.08;0.0;;79.02;0.0;M;1;Nelore;2020-01-01
5378;158.0;37.0;217.0;456.0;692.7536231884059;40.0;97.8;4.93;3.07;-0.86;0.0;;34.64;0.0;M;1;Nelore;2020-01-01
5379;108.0;38.0;208.0;502.0;852.1739130434783;43.0;86.44;4.22;3.96;-0.53;0.0;;34.5;0.0;M;1;Nelore;2020-01-01
5380;189.0;34.0;224.0;447.0;646.3768115942029;37.0;75.85;4.63;3.75;-0.03;0.0;;71.07;0.0;M;1;Nelore;2020-01-01
5381;136.0;38.0;211.0;453.0;701.4492753623189;39.0;86.5;4.21;3.95;-0.26;0.0;;79.63;0.0;M;1;Nelore;2020-01-01
5382;111.0;35.0;217.0;440.0;646.3768115942029;42.0;84.0;4.83;3.72;0.39;0.0;;20.6;0.0;M;1;Nelore;2020-01-01
5383;141.0;28.0;206.0;438.0;672.463768115942;37.0;85.36;3.34;2.26;0.3;0.0;;83.67;0.0;M;1;Nelore;2020-01-01
5384;150.0;33.0;182.0;437.0;739.1304347826086;37.0;78.79;4.08;3.71;-0.5;0.0;;28.99;0.0;M;1;Nelore;2020-01-01
5385;174.0;28.0;204.0;313.0;315.94202898550725;36.0;82.79;4.43;3.88;-0.23;0.0;;83.52;0.0;M;1;Nelore;2020-01-01
5386;130.0;35.0;202.0;402.0;579.7101449275362;37.0;86.41;4.95;2.85;0.12;0.0;;60.93;0.0;M;1;Nelore;2020-01-01
5387;124.0;33.0;200.0;510.0;898.5507246376811;41.0;73.05;5.91;3.63;0.12;0.0;;55.82;0.0;M;1;Nelore;2020-01-01
5388;177.0;33.0;222.0;462.0;695.6521739130435;40.0;79.73;4.45;3.05;-0.51;0.0;;20.54;0.0;M;1;Nelore;2020-01-01
5389;108.0;35.0;231.0;416.0;536.2318840579711;38.0;77.61;3.99;3.85;0.12;0.0;;78.42;0.0;M;1;Nelore;2020-01-01
5390;115.0;35.0;231.0;426.0;565.2173913043478;39.0;90.86;4.96;2.87;-0.48;0.0;;58.33;0.0;M;1;Nelore;2020-01-01
5391;116.0;39.0;181.0;435.0;736.231884057971;38.0;77.1;4.88;3.6;-0.36;0.0;;57.81;0.0;M;1;Nelore;2020-01-01
5392;163.0;32.0;211.0;403.0;556.5217391304348;37.0;79.99;3.59;2.93;0.22;0.0;;44.18;0.0;M;1;Nelore;2020-01-01
5393;190.0;33.0;215.0;413.0;573.9130434782609;41.0;88.93;5.29;3.34;0.1;0.0;;21.1;0.0;M;1;Nelore;2020-01-01
5394;121.0;37.0;214.0;485.0;785.5072463768116;37.0;71.2;4.24;3.52;0.21;0.0;;81.17;0.0;M;1;Nelore;2020-01-01
5395;116.0;38.0;191.0;397.0;597.1014492753624;42.0;79.82;4.12;3.81;0.32;0.0;;72.01;0.0;M;1;Nelore;2020-01-01
5396;166.0;38.0;208.0;442.0;678.2608695652174;36.0;77.78;3.83;3.65;-0.35;0.0;;41.92;0.0;M;1;Nelore;2020-01-01
5397;142.0;35.0;243.0;522.0;808.695652173913;38.0;84.82;4.2;3.71;-0.41;0.0;;82.98;0.0;M;1;Nelore;2020-01-01
5398;193.0;31.0;221.0;448.0;657.9710144927536;37.0;85.42;4.41;3.62;-0.47;0.0;;58.16;0.0;M;1;Nelore;2020-01-01
5399;104.0;33.0;212.0;401.0;547.8260869565216;36.0;91.88;3.11;4.17;0.07;0.0;;62.17;0.0;M;1;Nelore;2020-01-01
5400;145.0;34.0;173.0;431.0;747.8260869565217;38.0;62.93;4.56;3.1;0.03;0.0;;56.34;0.0;M;1;Nelore;2020-01-01
5401;148.0;42.0;217.0;473.0;742.0289855072464;40.0;83.5;4.7;3.14;-0.07;0.0;;36.8;0.0;M;1;Nelore;2020-01-01
5402;169.0;34.0;209.0;424.0;623.1884057971015;40.0;79.56;4.26;3.57;-0.31;0.0;;34.28;0.0;M;1;Nelore;2020-01-01
5403;138.0;34.0;205.0;385.0;521.7391304347826;37.0;79.24;5.42;4.11;-0.24;0.0;;69.15;0.0;M;1;Nelore;2020-01-01
5404;134.0;38.0;227.0;467.0;695.6521739130435;36.0;73.97;4.31;2.74;-0.18;0.0;;24.58;0.0;M;1;Nelore;2020-01-01
5405;107.0;36.0;205.0;436.0;669.5652173913044;36.0;88.53;3.95;2.72;-0.1;0.0;;84.33;0.0;M;1;Nelore;2020-01-01
5406;125.0;30.0;184.0;378.0;562.3188405797101;36.0;81.95;4.4;2.5;0.14;0.0;;24.05;0.0;M;1;Nelore;2020-01-01
5407;144.0;37.0;221.0;383.0;469.5652173913044;40.0;88.27;5.32;4.02;-0.42;0.0;;78.65;0.0;M;1;Nelore;2020-01-01
5408;145.0;31.0;213.0;388.0;507.24637681159425;38.0;88.72;4.93;3.74;-0.39;0.0;;46.86;0.0;M;1;Nelore;2020-01-01
5409;116.0;35.0;230.0;446.0;626.0869565217391;38.0;90.64;4.57;3.75;-0.05;0.0;;40.04;0.0;M;1;Nelore;2020-01-01
5410;190.0;36.0;210.0;390.0;521.7391304347826;38.0;76.19;4.38;2.92;-0.65;0.0;;48.34;0.0;M;1;Nelore;2020-01-01
5411;128.0;33.0;206.0;477.0;785.5072463768116;37.0;87.19;3.82;3.73;0.07;0.0;;65.62;0.0;M;1;Nelore;2020-01-01
5412;195.0;34.0;245.0;484.0;692.7536231884059;39.0;70.8;4.24;3.79;0.24;0.0;;66.03;0.0;M;1;Nelore;2020-01-01
5413;198.0;35.0;192.0;439.0;715.9420289855072;36.0;85.01;3.95;2.99;0.16;0.0;;69.28;0.0;M;1;Nelore;2020-01-01
5414;190.0;32.0;205.0;431.0;655.0724637681159;43.0;73.41;5.16;3.71;-0.54;0.0;;21.78;0.0;M;1;Nelore;2020-01-01
5415;179.0;35.0;188.0;426.0;689.8550724637681;39.0;94.89;3.33;3.55;-0.15;0.0;;65.76;0.0;M;1;Nelore;2020-01-01
5416;170.0;36.0;222.0;467.0;710.1449275362319;36.0;82.21;3.01;3.9;0.02;0.0;;41.25;0.0;M;1;Nelore;2020-01-01
5417;151.0;34.0;225.0;490.0;768.1159420289855;42.0;82.21;4.6;3.78;-0.52;0.0;;37.39;0.0;M;1;Nelore;2020-01-01
5418;165.0;36.0;192.0;468.0;800.0;43.0;87.86;4.86;3.39;-0.33;0.0;;72.52;0.0;M;1;Nelore;2020-01-01
5419;145.0;34.0;198.0;394.0;568.1159420289855;36.0;78.05;3.56;3.93;-0.17;0.0;;56.96;0.0;M;1;Nelore;2020-01-01
5420;134.0;37.0;210.0;503.0;849.2753623188406;39.0;82.36;3.65;3.53;-0.3;0.0;;20.65;0.0;M;1;Nelore;2020-01-01
5421;148.0;38.0;204.0;425.0;640.5797101449275;40.0;88.35;4.86;4.24;0.33;0.0;;40.96;0.0;M;1;Nelore;2020-01-01
5422;133.0;33.0;224.0;425.0;582.6086956521739;38.0;87.81;4.16;4.01;-0.24;0.0;;56.64;0.0;M;1;Nelore;2020-01-01
5423;117.0;32.0;212.0;449.0;686.9565217391305;37.0;84.96;3.61;3.77;0.17;0.0;;59.49;0.0;M;1;Nelore;2020-01-01
5424;164.0;32.0;190.0;434.0;707.2463768115942;40.0;71.63;3.54;3.48;0.06;0.0;;80.58;0.0;M;1;Nelore;2020-01-01
5425;196.0;40.0;229.0;448.0;634.7826086956521;39.0;80.39;3.12;3.06;-0.82;0.0;;29.16;0.0;M;1;Nelore;2020-01-01
5426;121.0;37.0;226.0;458.0;672.463768115942;44.0;92.6;5.08;4.08;-0.59;0.0;;80.64;0.0;M;1;Nelore;2020-01-01
5427;129.0;31.0;206.0;461.0;739.1304347826086;39.0;80.03;5.68;3.84;0.02;0.0;;82.43;0.0;M;1;Nelore;2020-01-01
5428;129.0;34.0;191.0;446.0;739.1304347826086;37.0;82.95;2.98;2.62;-0.71;0.0;;40.42;0.0;M;1;Nelore;2020-01-01
5429;139.0;34.0;200.0;494.0;852.1739130434783;38.0;82.19;3.71;2.61;-0.48;0.0;;84.94;0.0;M;1;Nelore;2020-01-01
5430;130.0;32.0;227.0;449.0;643.4782608695651;38.0;84.75;3.84;3.16;-0.32;0.0;;27.2;0.0;M;1;Nelore;2020-01-01
5431;109.0;37.0;206.0;468.0;759.4202898550725;37.0;85.98;3.35;3.65;-0.34;0.0;;50.36;0.0;M;1;Nelore;2020-01-01
5432;162.0;29.0;233.0;417.0;533.3333333333334;38.0;74.56;5.04;3.92;-0.24;0.0;;44.33;0.0;M;1;Nelore;2020-01-01
5433;102.0;34.0;215.0;423.0;602.8985507246377;34.0;80.77;4.03;2.42;-0.61;0.0;;35.92;0.0;M;1;Nelore;2020-01-01
5434;170.0;37.0;216.0;403.0;542.0289855072464;40.0;77.16;3.11;3.36;-0.58;0.0;;23.5;0.0;M;1;Nelore;2020-01-01
5435;170.0;36.0;232.0;455.0;646.3768115942029;39.0;87.22;4.42;2.87;-0.13;0.0;;50.37;0.0;M;1;Nelore;2020-01-01
5436;177.0;31.0;207.0;413.0;597.1014492753624;39.0;75.82;4.98;2.88;0.16;0.0;;44.18;0.0;M;1;Nelore;2020-01-01
5437;187.0;33.0;216.0;437.0;640.5797101449275;40.0;90.0;4.49;3.42;-0.63;0.0;;50.41;0.0;M;1;Nelore;2020-01-01
5438;108.0;33.0;212.0;486.0;794.2028985507246;38.0;91.24;4.81;4.27;0.33;0.0;;75.52;0.0;M;1;Nelore;2020-01-01
5439;170.0;30.0;218.0;393.0;507.24637681159425;44.0;73.86;4.08;4.24;-0.43;0.0;;45.82;0.0;M;1;Nelore;2020-01-01
5440;198.0;37.0;231.0;400.0;489.8550724637681;38.0;71.56;4.38;3.46;0.55;0.0;;28.4;0.0;M;1;Nelore;2020-01-01
5441;175.0;38.0;200.0;407.0;600.0;45.0;84.73;3.95;3.62;-0.15;0.0;;73.08;0.0;M;1;Nelore;2020-01-01
5442;178.0;34.0;215.0;453.0;689.8550724637681;37.0;77.6;4.1;3.35;-0.72;0.0;;82.96;0.0;M;1;Nelore;2020-01-01
5443;131.0;35.0;209.0;511.0;875.3623188405797;43.0;85.18;4.53;3.76;0.62;0.0;;28.72;0.0;M;1;Nelore;2020-01-01
5444;199.0;33.0;212.0;448.0;684.0579710144928;41.0;97.71;3.75;4.19;-0.26;0.0;;81.51;0.0;M;1;Nelore;2020-01-01
5445;198.0;38.0;226.0;449.0;646.3768115942029;38.0;79.8;4.56;3.03;-0.91;0.0;;55.55;0.0;M;1;Nelore;2020-01-01
5446;183.0;34.0;206.0;423.0;628.9855072463768;37.0;94.89;2.76;3.74;-0.42;0.0;;37.48;0.0;M;1;Nelore;2020-01-01
5447;161.0;35.0;205.0;439.0;678.2608695652174;39.0;80.44;5.36;4.01;-0.23;0.0;;24.37;0.0;M;1;Nelore;2020-01-01
5448;160.0;32.0;194.0;414.0;637.6811594202898;38.0;87.98;4.03;3.44;-0.19;0.0;;42.16;0.0;M;1;Nelore;2020-01-01
5449;194.0;36.0;213.0;516.0;878.2608695652174;36.0;82.76;4.35;3.33;-0.56;0.0;;57.49;0.0;M;1;Nelore;2020-01-01
5450;111.0;32.0;207.0;469.0;759.4202898550725;39.0;86.74;3.28;3.8;-0.06;0.0;;58.16;0.0;M;1;Nelore;2020-01-01
5451;119.0;36.0;199.0;448.0;721.7391304347826;40.0;92.89;4.87;3.22;-0.17;0.0;;53.74;0.0;M;1;Nelore;2020-01-01
5452;174.0;38.0;207.0;398.0;553.623188405797;38.0;81.32;4.5;3.09;-0.67;0.0;;48.55;0.0;M;1;Nelore;2020-01-01
5453;197.0;35.0;237.0;487.0;724.6376811594203;43.0;96.45;3.66;3.59;0.18;0.0;;39.63;0.0;M;1;Nelore;2020-01-01
5454;102.0;30.0;212.0;387.0;507.24637681159425;36.0;80.28;6.12;3.03;-0.17;0.0;;69.66;0.0;M;1;Nelore;2020-01-01
5455;192.0;33.0;203.0;407.0;591.304347826087;43.0;88.6;5.21;3.0;-0.72;0.0;;75.9;0.0;M;1;Nelore;2020-01-01
5456;117.0;34.0;203.0;439.0;684.0579710144928;39.0;79.85;4.16;3.95;0.35;0.0;;74.69;0.0;M;1;Nelore;2020-01-01
5457;149.0;33.0;207.0;442.0;681.1594202898551;44.0;77.13;5.42;3.7;-0.99;0.0;;38.87;0.0;M;1;Nelore;2020-01-01
5458;189.0;37.0;217.0;468.0;727.5362318840579;41.0;79.91;4.96;3.47;0.05;0.0;;61.5;0.0;M;1;Nelore;2020-01-01
5459;183.0;41.0;215.0;377.0;469.5652173913044;41.0;93.83;4.72;4.87;-0.24;0.0;;54.03;0.0;M;1;Nelore;2020-01-01
5460;114.0;31.0;192.0;394.0;585.5072463768116;41.0;79.13;5.31;3.47;-0.41;0.0;;69.71;0.0;M;1;Nelore;2020-01-01
5461;104.0;34.0;222.0;392.0;492.7536231884058;38.0;81.95;5.13;3.37;0.26;0.0;;74.98;0.0;M;1;Nelore;2020-01-01
5462;166.0;37.0;205.0;461.0;742.0289855072464;39.0;97.38;4.87;3.63;-0.57;0.0;;79.93;0.0;M;1;Nelore;2020-01-01
5463;190.0;34.0;190.0;425.0;681.1594202898551;37.0;81.72;4.67;4.53;-0.23;0.0;;82.46;0.0;M;1;Nelore;2020-01-01
5464;185.0;34.0;188.0;407.0;634.7826086956521;38.0;69.38;4.54;4.18;-0.17;0.0;;52.87;0.0;M;1;Nelore;2020-01-01
5465;193.0;33.0;206.0;483.0;802.8985507246376;35.0;92.98;3.9;3.49;-0.54;0.0;;83.13;0.0;M;1;Nelore;2020-01-01
5466;168.0;33.0;237.0;433.0;568.1159420289855;40.0;81.87;5.89;4.4;-0.06;0.0;;33.79;0.0;M;1;Nelore;2020-01-01
5467;177.0;32.0;223.0;441.0;631.8840579710145;39.0;89.57;5.09;4.09;0.13;0.0;;21.4;0.0;M;1;Nelore;2020-01-01
5468;141.0;36.0;237.0;494.0;744.927536231884;41.0;75.3;4.92;4.02;-0.14;0.0;;35.67;0.0;M;1;Nelore;2020-01-01
5469;142.0;36.0;228.0;431.0;588.4057971014493;46.0;79.12;4.47;3.39;0.34;0.0;;46.99;0.0;M;1;Nelore;2020-01-01
5470;193.0;37.0;196.0;416.0;637.6811594202898;40.0;69.13;3.35;2.25;-0.41;0.0;;22.24;0.0;M;1;Nelore;2020-01-01
5471;130.0;39.0;220.0;385.0;478.26086956521743;40.0;78.7;4.59;4.1;0.57;0.0;;22.39;0.0;M;1;Nelore;2020-01-01
5472;117.0;37.0;224.0;528.0;881.159420289855;42.0;80.52;4.28;3.94;-0.07;0.0;;36.27;0.0;M;1;Nelore;2020-01-01
5473;116.0;34.0;200.0;468.0;776.8115942028986;36.0;97.36;3.05;4.02;-0.01;0.0;;53.95;0.0;M;1;Nelore;2020-01-01
5474;107.0;37.0;165.0;437.0;788.4057971014494;42.0;76.66;4.39;3.92;0.02;0.0;;44.23;0.0;M;1;Nelore;2020-01-01
5475;187.0;29.0;214.0;427.0;617.3913043478261;37.0;81.3;4.81;2.68;-0.02;0.0;;68.66;0.0;M;1;Nelore;2020-01-01
5476;177.0;33.0;229.0;420.0;553.623188405797;39.0;72.24;3.18;4.19;-0.59;0.0;;22.4;0.0;M;1;Nelore;2020-01-01
5477;151.0;34.0;209.0;388.0;518.840579710145;38.0;98.23;2.36;3.2;-0.71;0.0;;83.27;0.0;M;1;Nelore;2020-01-01
5478;198.0;35.0;206.0;391.0;536.2318840579711;39.0;73.13;3.4;3.21;-0.1;0.0;;43.42;0.0;M;1;Nelore;2020-01-01
5479;119.0;36.0;218.0;488.0;782.608695652174;47.0;91.81;4.58;3.09;-0.31;0.0;;28.97;0.0;M;1;Nelore;2020-01-01
5480;126.0;40.0;226.0;485.0;750.7246376811594;38.0;94.54;3.69;2.93;-0.97;0.0;;76.39;0.0;M;1;Nelore;2020-01-01
5481;161.0;34.0;214.0;435.0;640.5797101449275;39.0;84.95;4.54;3.78;0.29;0.0;;56.9;0.0;M;1;Nelore;2020-01-01
5482;106.0;32.0;216.0;447.0;669.5652173913044;40.0;84.68;4.1;2.9;0.08;0.0;;39.03;0.0;M;1;Nelore;2020-01-01
5483;181.0;34.0;206.0;445.0;692.7536231884059;35.0;78.76;4.28;2.33;0.07;0.0;;31.78;0.0;M;1;Nelore;2020-01-01
5484;143.0;32.0;227.0;445.0;631.8840579710145;40.0;73.24;5.03;4.02;-0.02;0.0;;37.42;0.0;M;1;Nelore;2020-01-01
5485;124.0;35.0;190.0;397.0;600.0;37.0;79.47;4.21;3.06;-0.06;0.0;;65.47;0.0;M;1;Nelore;2020-01-01
5486;136.0;36.0;193.0;467.0;794.2028985507246;40.0;87.84;3.42;3.28;-0.08;0.0;;40.78;0.0;M;1;Nelore;2020-01-01
5487;104.0;38.0;206.0;447.0;698.5507246376812;40.0;98.15;4.89;3.71;-0.36;0.0;;50.63;0.0;M;1;Nelore;2020-01-01
5488;149.0;35.0;195.0;325.0;376.81159420289856;40.0;79.83;4.64;4.08;-0.14;0.0;;67.5;0.0;M;1;Nelore;2020-01-01
5489;120.0;33.0;210.0;444.0;678.2608695652174;39.0;89.07;4.44;3.86;0.2;0.0;;66.52;0.0;M;1;Nelore;2020-01-01
5490;106.0;33.0;220.0;437.0;628.9855072463768;42.0;91.08;3.95;2.78;-0.34;0.0;;46.16;0.0;M;1;Nelore;2020-01-01
5491;115.0;34.0;225.0;487.0;759.4202898550725;38.0;91.84;3.84;3.87;0.42;0.0;;24.91;0.0;M;1;Nelore;2020-01-01
5492;109.0;34.0;202.0;456.0;736.231884057971;39.0;103.77;4.48;3.46;-0.05;0.0;;65.2;0.0;M;1;Nelore;2020-01-01
5493;135.0;34.0;198.0;449.0;727.5362318840579;38.0;79.45;3.63;3.87;0.31;0.0;;49.61;0.0;M;1;Nelore;2020-01-01
5494;199.0;32.0;225.0;422.0;571.0144927536231;37.0;73.65;4.53;3.49;-0.24;0.0;;20.56;0.0;M;1;Nelore;2020-01-01
5495;107.0;35.0;215.0;489.0;794.2028985507246;40.0;78.56;4.42;3.87;-0.67;0.0;;49.7;0.0;M;1;Nelore;2020-01-01
5496;138.0;34.0;193.0;373.0;521.7391304347826;37.0;89.21;4.89;3.36;-0.08;0.0;;53.16;0.0;M;1;Nelore;2020-01-01
5497;188.0;33.0;215.0;427.0;614.4927536231885;38.0;85.86;4.43;2.62;-0.36;0.0;;69.91;0.0;M;1;Nelore;2020-01-01
5498;147.0;37.0;230.0;506.0;800.0;39.0;86.83;4.45;3.69;-1.12;0.0;;42.3;0.0;M;1;Nelore;2020-01-01
5499;155.0;37.0;250.0;504.0;736.231884057971;40.0;93.28;3.48;4.16;-0.41;0.0;;47.01;0.0;M;1;Nelore;2020-01-01
5500;170.0;33.0;197.0;440.0;704.3478260869566;36.0;76.68;3.95;3.47;0.05;0.0;;65.55;0.0;M;1;Nelore;2020-01-01
5501;156.0;35.0;206.0;448.0;701.4492753623189;35.0;91.81;4.9;2.96;0.34;0.0;;78.81;0.0;M;1;Nelore;2020-01-01
5502;175.0;39.0;193.0;507.0;910.1449275362319;40.0;86.27;5.69;3.93;-0.16;0.0;;67.36;0.0;M;1;Nelore;2020-01-01
5503;183.0;39.0;226.0;472.0;713.0434782608695;43.0;83.87;4.38;3.05;-0.28;0.0;;71.66;0.0;M;1;Nelore;2020-01-01
5504;195.0;36.0;238.0;486.0;718.8405797101449;41.0;70.84;4.09;3.11;-0.15;0.0;;57.42;0.0;M;1;Nelore;2020-01-01
5505;113.0;33.0;213.0;450.0;686.9565217391305;39.0;78.92;4.84;2.55;0.29;0.0;;79.48;0.0;M;1;Nelore;2020-01-01
5506;114.0;33.0;217.0;366.0;431.8840579710145;39.0;81.46;3.89;2.86;-0.26;0.0;;29.53;0.0;M;1;Nelore;2020-01-01
5507;131.0;33.0;214.0;370.0;452.17391304347825;40.0;73.93;3.95;3.05;-0.53;0.0;;34.2;0.0;M;1;Nelore;2020-01-01
5508;120.0;41.0;204.0;465.0;756.5217391304348;39.0;89.59;3.53;3.48;-0.16;0.0;;64.99;0.0;M;1;Nelore;2020-01-01
