ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;ITU_Media;ITU_DP;ITU_Max
5370;1;Primavera;Pasto B;Pasto;Panicum;Setor_1C;2025-10-20;90;71.85;5.81;80.71
5371;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-09-22;21;61.69;4.98;68.03
5372;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1B;2024-09-13;86;62.07;5.11;69.0
5373;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2025-01-13;99;77.37;5.65;86.53
5374;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2C;2025-11-23;64;72.07;6.28;81.84
5375;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2025-07-02;89;61.92;4.89;69.31
5376;2;Verão;Pasto A;Pasto;Panicum;Setor_2B;2025-03-16;63;77.9;5.45;87.86
5377;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-08-12;19;61.7;5.64;69.8
5378;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2025-07-11;102;62.14;5.27;69.24
5379;2;Primavera;Pasto A;Pasto;Panicum;Setor_2C;2024-11-10;65;71.99;5.83;80.93
5380;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-11-27;7;71.75;5.79;79.5
5381;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-02-28;97;77.73;6.06;87.28
5382;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-22;11;67.88;5.75;75.59
5383;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2024-01-28;144;77.51;5.25;86.96
5384;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3B;2025-07-05;111;62.14;5.18;69.8
5385;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2025-11-24;111;71.71;5.74;81.12
5386;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-02-25;7;77.48;6.18;87.94
5387;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-09;13;68.31;5.55;75.98
5388;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-09-14;27;61.79;4.9;68.68
5389;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-21;35;77.45;5.84;85.79
5390;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2025-04-07;44;68.65;5.38;76.63
5391;1;Inverno;Pasto B;Pasto;Panicum;Setor_1B;2025-08-07;85;62.58;4.94;69.81
5392;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2025-02-24;106;78.06;5.86;88.62
5393;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-25;10;77.4;5.61;85.45
5394;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1C;2025-09-28;55;71.7;5.24;79.71
5395;2;Outono;Pasto B;Pasto;Mombaça;Setor_2C;2024-05-27;100;68.15;5.57;76.34
5396;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-04-17;83;68.44;5.59;76.6
5397;2;Outono;Pasto B;Pasto;Panicum;Setor_2A;2024-04-03;94;68.74;5.53;78.26
5398;1;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_1A;2025-11-23;47;72.05;5.93;81.42
5399;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-03-13;12;77.69;6.05;86.89
5400;1;Outono;Pasto A;Pasto;Panicum;Setor_1B;2024-04-25;48;68.64;5.24;77.05
5401;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-06-19;85;68.36;5.36;76.8
5402;3;Outono;Pasto C;Pasto;Panicum;Setor_3C;2025-04-06;149;67.82;5.96;77.29
5403;3;Primavera;Pasto B;Pasto;Mombaça;Setor_3C;2025-10-27;113;72.49;5.79;79.88
5404;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2025-04-27;126;68.68;5.9;78.22
5405;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-08;9;72.21;5.96;80.56
5406;3;Inverno;Pasto C;Pasto;Panicum;Setor_3B;2024-07-15;144;62.12;4.94;69.56
5407;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2025-04-12;82;68.54;5.55;77.3
5408;3;Verão;Pasto A;Pasto;Panicum;Setor_3A;2025-03-07;70;76.96;5.67;85.95
5409;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1B;2025-08-12;85;61.69;5.14;68.29
5410;3;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-05-17;105;68.11;5.63;75.16
5411;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-21;30;77.16;5.15;83.99
5412;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-01-22;56;77.58;6.65;86.24
5413;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2025-07-08;108;62.17;5.61;71.28
5414;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-16;2;68.39;5.81;77.02
5415;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-09-15;34;61.74;5.41;69.41
5416;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-04-28;34;68.4;5.99;78.13
5417;2;Outono;Pasto C;Pasto;Braquiária;Setor_2A;2025-05-19;128;68.56;5.91;76.59
5418;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-12-12;86;71.58;5.47;80.27
5419;3;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_3A;2024-05-06;104;68.35;5.61;76.35
5420;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2025-02-24;142;77.12;6.15;86.45
5421;1;Outono;Pasto A;Pasto;Mombaça;Setor_1C;2025-06-03;52;68.47;5.47;78.5
5422;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-01;85;68.35;5.99;76.36
5423;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-02-02;9;77.3;5.73;85.29
5424;3;Outono;Pasto A;Pasto;Panicum;Setor_3A;2025-04-28;68;68.6;5.65;77.52
5425;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2025-03-25;90;68.72;6.09;77.11
5426;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2B;2025-07-28;60;61.86;5.45;69.52
5427;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-04-21;2;68.47;6.01;79.18
5428;3;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_3A;2025-01-22;71;77.5;5.74;89.78
5429;1;Verão;Pasto A;Pasto;Mombaça;Setor_1C;2025-01-09;55;78.0;5.33;87.38
5430;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-12-14;7;71.75;5.69;79.8
5431;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2024-09-01;122;61.89;5.55;69.68
5432;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-01;29;77.54;5.51;85.54
5433;1;Outono;Pasto B;Pasto;Mombaça;Setor_1B;2024-05-05;85;68.85;5.58;76.64
5434;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-03-06;18;77.29;5.73;85.35
5435;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2A;2024-03-26;93;68.14;5.35;76.94
5436;3;Verão;Pasto C;Pasto;Mombaça;Setor_3A;2025-01-08;140;77.76;5.76;85.87
5437;1;Verão;Pasto B;Pasto;Braquiária;Setor_1B;2025-02-20;87;77.45;5.99;85.57
5438;2;Inverno;Pasto C;Pasto;Mombaça;Setor_2B;2025-08-23;132;62.21;5.38;68.43
5439;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2025-06-21;58;62.18;4.89;68.7
5440;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1A;2024-11-14;116;71.89;5.82;80.6
5441;2;Primavera;Pasto A;Pasto + Suplemento;Panicum;Setor_2B;2025-11-28;61;71.68;5.97;80.46
5442;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-11-15;29;71.51;5.7;80.63
5443;1;Verão;Pasto A;Pasto;Mombaça;Setor_1A;2025-02-07;47;77.54;5.86;86.03
5444;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2025-02-10;102;77.37;5.83;86.0
5445;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1C;2024-09-17;126;61.82;4.5;67.89
5446;1;Outono;Pasto C;Pasto;Braquiária;Setor_1C;2025-06-13;125;69.06;5.72;77.28
5447;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-06-04;25;68.74;5.48;78.07
5448;3;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_3A;2025-10-17;141;71.85;5.98;80.79
5449;2;Primavera;Pasto C;Pasto;Panicum;Setor_2A;2024-12-27;129;77.15;5.94;86.07
5450;1;Inverno;Pasto A;Pasto;Panicum;Setor_1C;2025-08-18;52;61.71;5.23;69.55
5451;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-06-20;96;68.47;5.75;76.32
5452;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-09-10;118;62.03;5.06;69.61
5453;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-05-22;15;68.87;5.28;76.43
5454;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-16;28;77.33;5.77;86.35
5455;3;Verão;Pasto A;Pasto;Mombaça;Setor_3C;2025-01-11;79;76.91;6.33;87.0
5456;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2025-05-21;145;68.84;5.93;76.07
5457;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-05-28;36;68.32;5.71;77.53
5458;1;Inverno;Pasto B;Pasto;Panicum;Setor_1C;2025-08-09;90;61.81;4.65;68.3
5459;2;Verão;Pasto A;Pasto;Braquiária;Setor_2C;2025-03-23;67;67.95;5.86;76.09
5460;3;Outono;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-06-10;70;68.41;5.66;75.79
5461;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-05;9;72.54;5.42;80.29
5462;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2025-03-25;97;68.63;5.25;76.11
5463;3;Inverno;Pasto B;Pasto;Panicum;Setor_3B;2025-07-02;108;62.0;5.23;69.81
5464;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2024-03-13;110;77.38;5.45;85.41
5465;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-03-11;31;77.68;5.97;86.06
5466;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-06-05;137;68.85;5.66;77.82
5467;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2025-09-01;51;61.97;5.46;69.24
5468;2;Verão;Pasto B;Pasto;Braquiária;Setor_2B;2024-03-16;98;77.76;5.77;86.36
5469;2;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2024-02-09;136;76.96;5.87;85.35
5470;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2025-11-13;115;71.75;6.18;81.0
5471;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2024-02-24;58;77.65;6.07;86.59
5472;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-07-19;21;62.46;5.15;68.37
5473;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-12-19;10;72.18;5.51;80.04
5474;1;Verão;Pasto C;Pasto;Mombaça;Setor_1A;2025-01-11;116;77.1;6.78;87.52
5475;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-03-23;2;68.29;5.53;76.58
5476;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-07-22;10;61.72;5.08;69.68
5477;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2025-03-21;142;68.78;5.79;77.87
5478;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-08-22;32;62.25;4.45;68.09
5479;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2C;2025-11-17;138;71.45;5.36;78.78
5480;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2024-05-28;57;68.33;6.06;77.29
5481;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-10-27;2;71.96;5.64;79.11
5482;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-12-18;27;71.59;5.56;79.13
5483;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3A;2025-01-10;27;77.77;5.37;86.98
5484;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2025-07-16;88;61.99;5.3;69.66
5485;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3A;2024-07-24;69;61.78;5.35;69.87
5486;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-05-24;2;68.43;6.02;76.9
5487;2;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_2A;2025-03-25;57;68.72;5.52;76.54
5488;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-22;32;69.07;5.76;77.51
5489;1;Outono;Pasto A;Pasto;Braquiária;Setor_1B;2025-05-21;49;68.32;5.7;76.01
5490;2;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_2C;2024-04-08;137;68.67;5.69;76.0
5491;2;Primavera;Pasto C;Pasto;Mombaça;Setor_2C;2025-11-08;138;71.85;6.01;80.58
5492;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2025-12-28;60;78.03;5.12;87.36
5493;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1B;2024-11-14;123;71.66;5.59;78.03
5494;1;Outono;Pasto C;Pasto;Mombaça;Setor_1A;2025-05-12;119;69.42;5.27;77.74
5495;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-02-19;2;77.39;5.63;85.45
5496;1;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2024-02-15;121;77.72;5.98;88.47
5497;3;Inverno;Pasto B;Pasto;Mombaça;Setor_3C;2025-07-16;114;62.14;5.0;69.25
5498;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-10-28;5;71.65;5.36;78.39
5499;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2024-03-19;66;77.31;6.02;85.07
5500;3;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_3B;2024-06-20;144;68.36;5.91;76.09
5501;3;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_3A;2025-01-16;104;77.74;5.92;87.59
5502;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-04-17;23;68.48;6.06;77.77
5503;2;Outono;Pasto A;Pasto;Mombaça;Setor_2A;2025-04-28;57;68.4;5.73;76.18
5504;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-09-13;17;62.33;5.06;68.91
5505;3;Inverno;Pasto A;Pasto;Panicum;Setor_3C;2025-09-10;78;62.29;5.58;70.5
5506;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-05-02;33;68.74;4.92;76.5
5507;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-10-05;35;71.61;5.72;79.57
5508;2;Inverno;Pasto A;Pasto;Panicum;Setor_2A;2025-07-11;59;62.34;5.27;70.74
5509;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-11-19;17;72.22;5.77;79.67
5510;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2025-08-05;92;61.75;5.52;69.61
5511;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-05-28;23;69.09;5.06;75.77
5512;2;Verão;Pasto A;Pasto;Mombaça;Setor_2A;2025-03-06;56;77.61;6.04;85.77
5513;2;Outono;Pasto C;Pasto;Mombaça;Setor_2C;2025-04-16;139;68.21;5.63;77.25
5514;1;Verão;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2024-02-21;119;77.42;5.19;85.5
5515;3;Primavera;Pasto C;Pasto;Panicum;Setor_3B;2025-10-11;146;71.95;5.62;79.1
5516;1;Outono;Pasto B;Pasto;Panicum;Setor_1A;2025-06-02;83;68.96;5.45;78.13
5517;2;Inverno;Pasto C;Pasto;Panicum;Setor_2A;2025-07-15;129;61.51;5.3;69.95
5518;2;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_2A;2025-05-07;130;68.64;6.18;77.58
5519;2;Outono;Pasto A;Pasto;Panicum;Setor_2A;2025-04-19;59;68.58;5.36;77.21
5520;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-07-16;5;61.91;5.3;70.14
5521;2;Verão;Pasto C;Pasto;Braquiária;Setor_2C;2025-01-05;137;77.87;5.25;85.82
5522;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2025-12-14;21;71.55;5.19;77.66
5523;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-12-14;36;71.58;5.24;79.42
5524;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1B;2025-08-14;49;62.09;5.22;70.16
5525;3;Primavera;Pasto C;Pasto;Mombaça;Setor_3B;2025-11-13;146;71.42;5.96;80.47
5526;2;Outono;Pasto C;Pasto;Panicum;Setor_2A;2024-04-02;131;68.6;6.2;77.18
5527;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2025-06-07;99;68.88;5.53;75.42
5528;1;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_1C;2024-12-12;88;71.65;5.43;79.41
5529;2;Primavera;Pasto C;Pasto;Panicum;Setor_2B;2024-10-11;135;71.95;4.88;78.17
5530;1;Inverno;Pasto B;Pasto;Mombaça;Setor_1C;2024-09-07;89;61.81;5.05;68.44
5531;2;Verão;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-01-22;99;77.94;6.45;87.51
5532;2;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_2B;2024-01-21;96;77.83;5.67;85.94
5533;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-12-08;23;71.42;6.18;79.25
5534;3;Verão;Pasto B;Pasto;Braquiária;Setor_3C;2025-01-23;114;76.89;5.69;84.46
5535;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-05-10;29;68.51;5.93;77.75
5536;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-07-04;5;61.48;4.81;68.28
5537;1;Primavera;Pasto B;Pasto;Panicum;Setor_1A;2025-11-17;82;71.63;5.86;80.14
5538;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2C;2024-09-10;101;61.6;4.99;67.8
5539;3;Primavera;Pasto B;Pasto;Panicum;Setor_3A;2025-10-03;106;71.79;5.87;79.95
5540;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-07-10;8;62.14;5.13;68.96
5541;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2025-11-15;90;71.41;5.61;80.14
5542;2;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-12-17;133;72.25;5.98;80.2
5543;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2C;2025-09-17;101;61.69;5.55;70.07
5544;3;Verão;Pasto B;Pasto;Panicum;Setor_3B;2025-02-14;108;77.65;6.08;85.65
5545;2;Verão;Pasto C;Pasto;Panicum;Setor_2A;2025-03-05;129;77.45;5.69;86.83
5546;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-11-16;1;72.17;5.54;80.72
5547;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-25;4;67.99;5.58;77.97
5548;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-10-06;10;72.19;5.57;81.82
5549;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3C;2025-11-01;114;71.96;5.47;80.88
5550;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1C;2025-01-08;127;77.96;5.26;84.16
5551;1;Outono;Pasto A;Pasto;Panicum;Setor_1A;2024-06-05;46;68.58;5.83;76.41
5552;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3C;2024-10-24;113;71.51;5.92;79.33
5553;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-01-19;5;77.42;5.65;86.13
5554;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2025-09-06;11;62.22;5.12;69.38
5555;3;Primavera;Pasto B;Pasto + Suplemento;Panicum;Setor_3A;2024-10-12;104;71.88;5.95;79.93
5556;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2025-06-21;82;62.17;5.26;70.19
5557;3;Primavera;Pasto B;Pasto;Mombaça;Setor_3B;2025-10-13;110;72.24;5.34;78.98
5558;2;Inverno;Pasto C;Pasto;Panicum;Setor_2C;2025-09-09;139;61.64;5.54;69.06
5559;1;Primavera;Pasto C;Pasto;Mombaça;Setor_1C;2025-12-20;124;71.67;5.39;79.03
5560;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2B;2025-10-20;18;71.78;6.15;79.93
5561;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2025-04-22;122;68.38;6.43;77.94
5562;3;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-01-21;143;77.16;6.17;86.51
5563;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2025-01-02;33;77.29;5.44;84.99
5564;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2B;2025-09-04;135;61.7;4.97;68.52
5565;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3C;2025-11-15;148;71.89;5.14;79.44
5566;2;Outono;Pasto B;Pasto;Mombaça;Setor_2B;2024-05-04;98;68.38;5.26;76.13
5567;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2024-09-09;68;61.75;5.36;69.02
5568;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-23;122;68.69;5.81;78.1
5569;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2B;2024-10-07;62;72.13;5.61;80.76
5570;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1B;2024-12-22;51;77.9;5.67;87.19
5571;2;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_2B;2025-09-01;132;62.2;5.11;69.8
5572;3;Verão;Pasto B;Pasto;Mombaça;Setor_3B;2025-02-14;109;77.79;5.55;86.19
5573;1;Outono;Pasto A;Pasto;Mombaça;Setor_1C;2025-06-04;55;68.23;5.45;78.24
5574;3;Primavera;Pasto C;Pasto;Panicum;Setor_3A;2024-12-17;141;71.99;5.44;80.21
5575;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3A;2025-08-20;106;61.75;4.91;68.72
5576;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2024-03-23;147;67.9;5.24;75.12
5577;3;Primavera;Pasto A;Pasto;Mombaça;Setor_3B;2024-10-14;74;72.21;5.93;81.59
5578;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-17;24;62.26;5.24;69.36
5579;1;Primavera;Pasto C;Pasto;Panicum;Setor_1B;2025-12-20;121;72.64;5.41;80.93
5580;3;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_3B;2024-07-10;108;62.26;5.52;70.97
5581;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2025-10-26;54;72.04;5.4;78.8
5582;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1B;2024-07-16;121;62.32;5.56;72.67
5583;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3C;2025-10-20;113;72.5;5.23;79.85
5584;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-04-25;15;68.42;5.49;77.37
5585;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-08-27;20;61.81;5.65;70.8
5586;3;Inverno;Pasto A;Pasto;Braquiária;Setor_3A;2025-09-07;69;61.41;5.29;69.29
5587;1;Inverno;Pasto C;Pasto;Panicum;Setor_1B;2024-08-23;122;62.08;5.42;70.87
5588;3;Verão;Pasto C;Pasto;Mombaça;Setor_3B;2025-02-10;146;77.36;5.35;84.27
5589;2;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_2B;2025-07-02;132;62.18;4.64;68.92
5590;3;Outono;Pasto C;Pasto;Mombaça;Setor_3A;2025-06-16;143;68.38;5.32;77.07
5591;3;Primavera;Pasto B;Pasto;Panicum;Setor_3B;2024-10-23;110;71.56;6.08;80.75
5592;2;Primavera;Pasto A;Pasto;Panicum;Setor_2C;2025-11-11;66;71.88;6.19;80.27
5593;1;Verão;Pasto C;Pasto + Suplemento;Panicum;Setor_1A;2025-01-01;117;77.54;6.15;85.13
5594;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-01-22;23;77.17;6.0;86.65
5595;2;Primavera;Pasto B;Pasto;Panicum;Setor_2C;2025-10-04;102;72.06;5.32;80.04
5596;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2025-03-22;120;69.07;5.72;78.29
5597;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-02-05;8;77.51;5.82;86.33
5598;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-04-25;3;68.1;5.52;75.98
5599;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1A;2025-09-03;119;61.79;5.64;69.7
5600;1;Primavera;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2025-12-24;90;77.85;6.09;85.62
5601;1;Outono;Pasto C;Pasto;Mombaça;Setor_1B;2025-04-09;122;68.67;5.73;75.98
5602;2;Inverno;Pasto A;Pasto + Suplemento;Braquiária;Setor_2C;2025-09-08;65;61.74;5.33;70.08
5603;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1B;2025-08-10;6;62.3;4.99;70.47
5604;3;Verão;Pasto A;Pasto;Panicum;Setor_3C;2025-02-15;76;77.68;6.02;87.09
5605;1;Outono;Pasto A;Pasto;Braquiária;Setor_1B;2025-04-04;49;68.44;5.67;76.4
5606;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2025-07-28;2;62.04;5.14;70.12
5607;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-04-28;45;68.53;6.07;77.9
5608;2;Outono;Pasto B;Pasto;Mombaça;Setor_2B;2025-05-12;97;68.75;5.45;76.56
5609;2;Outono;Pasto B;Pasto;Braquiária;Setor_2C;2025-06-11;101;68.51;5.65;77.31
5610;3;Outono;Pasto B;Pasto;Panicum;Setor_3A;2025-05-24;104;68.51;6.09;76.04
5611;3;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_3B;2025-07-04;111;62.36;4.97;69.57
5612;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2025-04-01;31;68.7;6.31;77.93
5613;2;Verão;Pasto B;Pasto;Mombaça;Setor_2C;2025-01-22;101;77.48;6.47;87.38
5614;2;Outono;Pasto A;Pasto;Braquiária;Setor_2B;2024-06-06;62;68.26;6.01;77.91
5615;2;Verão;Pasto A;Pasto;Panicum;Setor_2A;2025-02-12;56;78.04;6.46;89.24
5616;3;Verão;Pasto C;Pasto;Panicum;Setor_3A;2024-02-20;142;77.42;5.25;84.19
5617;1;Verão;Pasto A;Pasto;Mombaça;Setor_1C;2024-02-24;53;77.68;4.81;85.1
